objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
Ankh: Gods of Egypt ??Enigma Sphinx Promo Card,372428,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126181790,0,7.70357,0,0,317,thing,Ankh: Gods of Egypt ??Enigma Sphinx Promo Card,2,5,90,90,90,2022,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Ankh: Gods of Egypt ??Guardians Set,308321,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,85758548,6.05663,7.85399,3,0,6210,thing,Ankh: Gods of Egypt ??Guardians Set,2,5,90,90,90,2021,"2,3,4,5",2,,,,,,,,expansion,,,,,,,,,,,,,,,
Ankh: Gods of Egypt ??Pantheon,307807,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,85758551,6.2774,8.23003,3,0,6961,thing,Ankh: Gods of Egypt ??Pantheon,2,5,90,90,90,2021,"2,3,4,5",2,,,,,,,,expansion,,,,,,,,,,,,,,,
Ankh: Gods of Egypt ??Pharaoh,308505,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,85758553,6.05947,8.04208,3.6429,0,6483,thing,Ankh: Gods of Egypt ??Pharaoh,2,5,90,90,90,2021,"2,3,4,5","3,4",,,,,,,,expansion,,,,,,,,,,,,,,,
Ankh: Gods of Egypt ??Tomb of Wonders,308966,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,85758555,6.25025,8.38481,2.6667,0,5414,thing,Ankh: Gods of Egypt ??Tomb of Wonders,2,5,180,180,90,2021,"2,3,4,5","2,4",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
Anno 1800: The Board Game,311193,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,91769041,7.20568,7.69698,3.127,298,13151,thing,Anno 1800: The Board Game,2,4,120,120,120,2020,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Anno 1800: The Power of Gold Mini-Expansion,322871,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96485055,5.53879,6.99653,3,0,505,thing,Anno 1800: The Power of Gold Mini-Expansion,2,4,120,120,120,2020,"2,3,4",3,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
ANTIQUE OR GHOST?,307633,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,90938677,0,6.22059,0,0,57,thing,ANTIQUE OR GHOST?,3,5,20,20,15,2020,,,,,,,,,,standalone,,,,,,,,,,,,POLAR POND GAMES,Japanese,2020,Japanese edition
Antiquity,13122,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,128671314,7.06114,7.83362,4.3199,431,6040,thing,Antiquity,2,4,180,180,120,2004,"2,3,4","2,3",14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Ants,446699,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,138037599,6.01663,7.82361,3.6557,3048,1222,thing,Ants,2,4,90,90,90,2025,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
ants,461455,8,1,0,1,0,0,0,0,0,0,0,1,,,,,,141107843,0,7.16667,1,0,34,thing,ants,2,2,10,10,10,2025,2,2,,,,,,,,standalone,,,,,,,,,,,,,,,
AOC: Age of Champagne,356485,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,115344648,5.62862,7.19281,2.8696,8070,272,thing,AOC: Age of Champagne,1,4,120,120,30,2023,"1,2,3,4",4,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
AOITRT,429390,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126319739,0,7,0,0,4,thing,AOITRT,3,3,15,15,10,2024,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Apiary,400314,0,2,0,0,0,0,0,0,0,0,0,1,,,,,,115343577,7.18251,7.68024,3.0116,314,14550,thing,Apiary,1,5,90,90,60,2023,"1,2,3,4,5",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Aqua Garden,322421,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,77301897,6.10008,7.38823,2.1556,2632,2547,thing,Aqua Garden,1,4,60,60,40,2021,"1,2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Aqua Garden: Beach Combing Expansion,370817,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115343433,5.63974,8.24296,2.6,0,1069,thing,Aqua Garden: Beach Combing Expansion,1,4,60,60,40,2023,"3,4",3,14+,,,,,,,expansion,,,,,,,,,,,,,,,
Aqua Garden: Outdoor Expansion,327465,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,83959957,5.60162,7.66529,2,0,1373,thing,Aqua Garden: Outdoor Expansion,2,4,0,0,0,2021,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Aqua Garden: Sea Jewelry Expansion,326993,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,83959958,5.59646,7.60446,2.6667,0,1377,thing,Aqua Garden: Sea Jewelry Expansion,2,4,0,0,0,2021,4,4,16+,,,,,,,expansion,,,,,,,,,,,,,,,
Aqua Garden: Sea King Expansion,327083,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,83959959,5.59493,7.59036,2.6667,0,1375,thing,Aqua Garden: Sea King Expansion,2,4,0,0,0,2021,4,,,,,,,,,expansion,,,,,,,,,,,,,,,
AQUA: Biodiversity in the Oceans,403468,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126315260,6.0791,7.1547,2.1053,2741,2773,thing,AQUA: Biodiversity in the Oceans,1,4,45,45,30,2024,"1,2,3,4",2,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Aquamarine,360471,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,132113147,5.92906,7.30836,1.7917,3613,2336,thing,Aquamarine,1,100,30,30,20,2022,"1,2,3,4,5,6,7,8","2,3",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Aquaria,443932,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,142331885,5.76075,7.19916,2.9655,5236,995,thing,Aquaria,1,4,120,120,45,2025,"1,2,3,4",2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Aquarius,814,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,131185426,5.71424,6.06442,1.1346,5960,3327,thing,Aquarius,2,5,30,30,10,1998,"2,3,4,5","3,4",5+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
AquaSphere,289223,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126315177,5.64911,7.62366,3.8333,0,593,thing,AquaSphere,2,4,100,100,100,2019,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Aquatica,283393,0,2,0,1,0,0,0,0,0,0,0,3,,,,,,132061789,6.93403,7.3552,2.3202,579,12341,thing,Aquatica,1,4,60,60,30,2019,"2,3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Aquatica: Cold Waters,300872,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,132061787,6.3181,7.93207,2.5556,0,4537,thing,Aquatica: Cold Waters,1,5,60,60,30,2020,"2,3,4,5",3,12+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,,,,,,,,,,,
Arboretum,140934,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126316026,7.06315,7.24655,2.1106,426,42608,thing,Arboretum,2,4,30,30,30,2015,"2,3,4",2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Arc-en-Ciel,434244,8,1,0,1,0,0,0,0,0,0,0,3,,,,,,135141787,0,7.06667,1,0,36,thing,Arc-en-Ciel,4,4,30,30,30,2024,4,4,,,,,,,,standalone,,,,,,,,,,,,,,,
Archaeology: The New Expedition,191300,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,86044651,6.54978,7.11614,1.2768,1196,7240,thing,Archaeology: The New Expedition,2,5,30,30,20,2016,"2,3,4,5",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
ArcheOlogic,386148,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115343986,5.87132,7.03361,2.4444,4067,1936,thing,ArcheOlogic,1,4,45,45,45,2023,"1,2,3,4",1,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Architects of Amytis,415910,0,0,0,0,0,0,1,0,0,0,0,3,,,,,,126753300,5.86877,7.05705,1.9583,4088,1056,thing,The Architects of Amytis,2,2,30,30,30,2024,2,2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Architects of the West Kingdom,236457,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72634518,7.51419,7.7094,2.7606,128,44255,thing,Architects of the West Kingdom,1,5,80,80,60,2018,"1,2,3,4,5",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Architects of the West Kingdom: Age of Artisans,285235,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72634521,6.85184,8.05169,2.863,0,12297,thing,Architects of the West Kingdom: Age of Artisans,1,6,80,80,60,2020,"1,2,3,4,5,6",4,10+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Crossover Promo Pack,343489,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312467,5.66452,7.83279,2.8,0,1984,thing,Architects of the West Kingdom: Crossover Promo Pack,1,6,80,80,60,2022,"2,3,4,5",3,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Dice Tower 2020 Pack,298909,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,83794777,5.60291,7.7839,2,0,1098,thing,Architects of the West Kingdom: Dice Tower 2020 Pack,1,5,80,80,60,2020,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Extra Apprentices,248492,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312479,5.85338,7.71802,2.5,0,3024,thing,Architects of the West Kingdom: Extra Apprentices,1,5,80,80,60,2018,"3,4,5","4,5",12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Extra Buildings,248491,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312473,5.84613,7.74008,2.4615,0,3030,thing,Architects of the West Kingdom: Extra Buildings,1,5,80,80,60,2018,"1,2,3,4,5",4,10+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Extra Player Boards,248493,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312481,5.93656,7.88221,2.4706,0,3358,thing,Architects of the West Kingdom: Extra Player Boards,1,5,80,80,60,2018,"1,3,4,5",4,10+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Garphill Games 5-Year Anniversary Promo Cards,274418,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312483,5.63447,7.86459,2,0,1071,thing,Architects of the West Kingdom: Garphill Games 5-Year Anniversary Promo Cards,1,5,80,80,60,2019,"3,4,5",4,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Jugador,312753,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312489,5.55744,7.84524,2,0,565,thing,Architects of the West Kingdom: Jugador,1,5,80,80,60,2020,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: King Dan,304625,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,83794784,5.57141,7.73438,2,0,712,thing,Architects of the West Kingdom: King Dan,1,5,80,80,60,2020,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: King's Table Top,289464,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312497,5.5869,7.78646,1.5,0,800,thing,Architects of the West Kingdom: King's Table Top,1,5,80,80,60,2019,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Paladins Apprentices,274783,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312503,5.6695,7.68704,2.5,0,1515,thing,Architects of the West Kingdom: Paladins Apprentices,1,5,80,80,60,2019,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Principi Promo Card,371958,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312508,0,7.41667,0,0,248,thing,Architects of the West Kingdom: Principi Promo Card,1,5,0,0,0,2022,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Racketeer,295038,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,83794788,5.59076,7.65888,3,0,875,thing,Architects of the West Kingdom: Racketeer,1,5,80,80,60,2020,"3,4",3,12+,,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Suzerain,330371,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,83794758,5.57278,7.5233,2,0,785,thing,Architects of the West Kingdom: Suzerain,1,6,80,80,60,2021,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Architects of the West Kingdom: Works of Wonder,327245,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,91955604,6.34129,8.01191,3.3235,0,7910,thing,Architects of the West Kingdom: Works of Wonder,1,5,80,80,60,2022,"1,2,3,4,5",4,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Arcs,359871,6,0,0,1,0,0,1,0,1,0,0,3,,,,,,126319936,7.57996,8.02003,3.4316,106,27343,thing,Arcs,2,4,120,120,60,2024,"2,3,4","3,4",12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Argoat,226616,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,106002274,5.53999,6.53818,1.8333,14513,354,thing,Argoat,3,5,60,60,45,2017,"3,4,5",3,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Arkham Horror: Lovecraft Letter,424784,0,1,0,0,0,0,0,0,1,0,0,3,,,,,,134149728,6.06743,7.48249,1.36,2799,3630,thing,Arkham Horror: Lovecraft Letter,2,6,20,20,15,2025,"3,4,5,6",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Arkham Horror: The Card Game,205637,0,0,0,0,0,0,1,1,0,0,0,1,,,,,,81144759,7.89246,8.12168,3.5648,32,82991,thing,Arkham Horror: The Card Game,1,2,120,120,60,2016,"1,2",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Arkwright: The Card Game,300664,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,84165273,5.87413,6.83344,3.9538,4041,3259,thing,Arkwright: The Card Game,1,4,100,100,60,2021,"1,2,3,4","3,4",14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Art Society,395375,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115343758,6.61726,7.48636,1.8673,1055,6675,thing,Art Society,2,4,60,60,30,2023,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Artemis Project,254713,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,80666004,6.35815,7.20001,2.8511,1674,4286,thing,The Artemis Project,1,5,75,75,60,2019,"1,2,3,4,5","3,4",12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Artipia Games: The Promo Pack,283936,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126631879,0,6.20833,0,0,222,thing,Artipia Games: The Promo Pack,0,0,0,0,0,2019,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Asian Tigers: A Story of Prosperity,423632,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317484,5.79666,7.15357,3.7241,4806,919,thing,Asian Tigers: A Story of Prosperity,1,4,120,120,120,2024,"1,2,3,4",4,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Aspens,424507,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,140936036,5.6685,7.80191,1.75,6934,916,thing,Aspens,2,2,45,45,20,2025,2,2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Aspens: Ancient Artifacts,437756,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,140936047,0,7.64286,0,0,316,thing,Aspens: Ancient Artifacts,2,2,0,0,0,2025,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Aspens: Deciduous Duos,437984,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,140936027,0,7.69231,0,0,308,thing,Aspens: Deciduous Duos,4,4,45,45,20,2025,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Aspens: Majestic Marvels,439420,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,140936041,0,7.58333,0,0,316,thing,Aspens: Majestic Marvels,2,2,0,0,0,2025,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Aspens: Wild Weather,437758,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,140936044,0,7.42857,0,0,331,thing,Aspens: Wild Weather,2,2,0,0,0,2025,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Astrocarta (?�ス?�ロ?�ル??,446826,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,132679678,0,0,0,0,2,thing,Astrocarta (?�ス?�ロ?�ル??,3,6,10,10,10,2024,,,,,,,,,,standalone,,,,,,,,,,,,,,,
At the Gates of Loyang,39683,0,0,0,0,0,0,1,1,0,0,0,3,,,,,,90050009,7.02178,7.34932,3.1129,468,15046,thing,At the Gates of Loyang,1,4,120,120,60,2009,"1,2,3,4",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Atiwa,362452,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104163832,6.59183,7.43492,2.7535,1110,5469,thing,Atiwa,1,4,120,120,30,2022,"1,2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Atlantis Exodus,424679,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323030,5.79878,7.54002,3.2963,4779,952,thing,Atlantis Exodus,1,4,90,90,90,2024,"2,3","2,3",14,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Attack on Monster,163275,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126317458,0,6.31289,2,0,41,thing,Attack on Monster,4,10,30,30,30,2013,"4,5,6",5,,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Auf falscher Fährte,1317,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126319746,5.6049,6.78237,1.3333,9042,338,thing,Auf falscher Fährte,3,4,30,30,30,2001,"3,4",4,,,,,,,,standalone,,,,,,,,,,,,,,,
Aurum,383459,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115343934,5.90983,6.96533,2,3744,2173,thing,Aurum,3,4,45,45,30,2023,"3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Australis,419720,0,1,0,1,0,0,0,0,1,0,0,3,,,,,,137029098,5.78018,7.10956,2.0714,4975,1090,thing,Australis,2,4,60,60,60,2024,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Avalon: Big Box,367396,8,0,0,0,0,0,0,0,0,0,0,3,,,,,,141723544,6.01846,8.00985,2.1765,3038,2037,thing,Avalon: Big Box,5,10,30,30,30,2022,"6,7,8,9,10","7,8",12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Ave Caesar,494,2,1,0,1,0,0,0,0,0,0,0,3,,,,,,134565512,6.27793,6.65574,1.3558,1921,5241,thing,Ave Caesar,2,6,30,30,30,1989,"4,5,6","5,6",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Awimbawé,353765,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,126319749,5.57691,6.5742,1.4,10664,451,thing,Awimbawé,2,2,30,30,20,2022,2,2,8+,,,,,,,standalone,,,,,,,,,,,,,,,
Awkward Guests: The Walton Case,188866,6,0,0,0,0,0,0,0,1,0,0,3,,,,,,72689198,7.09565,7.54113,2.3209,392,16941,thing,Awkward Guests: The Walton Case,1,8,75,75,45,2016,"2,3,4,5,6",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Axio,219475,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,91768945,5.74065,6.7623,1.6111,5519,982,thing,Axio,1,4,45,45,30,2017,"2,3,4",2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Axio Rota,270637,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,91132078,5.60474,6.57492,1.5833,9049,535,thing,Axio Rota,1,4,30,30,20,2019,"1,2,3,4","1,2",6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Ayar: Children of the Sun,429438,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,138154924,5.96905,7.97613,3.1905,3347,1164,thing,Ayar: Children of the Sun,1,4,90,90,60,2025,"2,3,4",3,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Azul,230802,8,1,0,1,0,0,0,0,1,0,0,3,,,,,,72596551,7.60861,7.71786,1.7753,96,179933,thing,Azul,2,4,45,45,30,2017,"2,3,4",2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Azul: Crystal Mosaic,294345,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,90933511,6.36394,7.2654,1.6538,0,11719,thing,Azul: Crystal Mosaic,2,4,45,45,30,2020,"2,3,4",2,8+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Azul: Joker Tiles,235739,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,94359656,5.95268,7.3394,1.6667,0,3764,thing,Azul: Joker Tiles,2,4,45,45,30,2017,"2,3,4",2,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Azul: Queen's Garden,346965,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,95419162,6.86253,7.44424,2.9244,662,13579,thing,Azul: Queen's Garden,2,4,60,60,45,2021,"2,3,4",2,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Azul: Queen's Garden ??Bonus Cards,349221,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,102336304,5.53575,7.5063,0,0,289,thing,Azul: Queen's Garden ??Bonus Cards,0,0,0,0,0,2021,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Azul: Special Factories Promo,264017,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126553419,5.69019,7.45643,2,0,1310,thing,Azul: Special Factories Promo,2,4,45,45,30,2018,"2,3,4",2,8+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Azul: Stained Glass of Sintra,256226,6.5,0,0,1,0,0,0,0,1,0,0,3,,,,,,72596560,6.9953,7.28494,2.013,499,24961,thing,Azul: Stained Glass of Sintra,2,4,45,45,30,2018,"2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Azul: Summer Pavilion,287954,7,0,0,1,0,0,0,0,0,0,0,3,,,,,,72596567,7.30051,7.57073,2.074,237,32598,thing,Azul: Summer Pavilion,2,4,45,45,30,2019,"2,3,4","2,3",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Azul: Summer Pavilion ??Glazed Pavilion,332613,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126553411,5.95199,7.59557,2.2,0,4361,thing,Azul: Summer Pavilion ??Glazed Pavilion,2,4,45,45,30,2021,"2,3,4",2,8+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Azul: Summer Pavilion ??Objective Tiles Mini Expansion,292743,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,102336318,5.60383,7.74131,2,0,846,thing,Azul: Summer Pavilion ??Objective Tiles Mini Expansion,2,4,45,45,30,2019,"2,3,4",3,,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Azure,447254,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,136489526,5.58572,6.70598,2,10099,58,thing,Azure,2,2,20,20,20,2026,2,2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Bable,404846,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,131556590,5.61523,6.92857,2.125,8576,435,thing,Bable,2,5,45,45,20,2024,"2,3,4,5","3,4",10,,,,,,,standalone,,,,,,,,,,,,,,,
Bable: Promo Pack,430713,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,131556591,0,7.75556,0,0,64,thing,Bable: Promo Pack,2,5,45,45,20,2024,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Babylon,418354,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,128178190,5.86933,7.12482,1.8889,4082,1616,thing,Babylon,2,4,60,60,40,2024,"2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Babylonia,266164,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,82075830,6.76457,7.62726,2.3945,806,4207,thing,Babylonia,2,4,60,60,60,2019,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Bacon,365742,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,115344073,5.89233,6.87557,1.8125,3902,1862,thing,Bacon,3,6,90,90,30,2024,"4,6","4,6",6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Bag of Chips,344114,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87954296,5.94874,6.42001,1.1216,3473,4258,thing,Bag of Chips,2,5,20,20,15,2021,"2,3,4,5","4,5",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Bamboo,351538,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,115343634,6.22631,7.07224,2.9091,2120,4940,thing,Bamboo,2,4,110,110,90,2023,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Banana Governance,459006,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,142710861,0,7.26316,0,0,39,thing,Banana Governance,3,4,45,45,30,2025,,,,,,,,,,standalone,,,,,,,,,,,,,,,
BANG! The Bullet!,30933,2,0,0,0,0,0,0,0,0,0,0,3,,,,,,141723192,6.53763,6.91994,1.8476,0,17227,thing,BANG! The Bullet!,3,8,40,40,20,2007,"4,5,6,7,8","6,7",8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
BANG! The Dice Game,143741,4,0,0,0,0,0,0,0,1,0,0,3,,,,,,126315660,6.72142,6.87737,1.2796,866,42668,thing,BANG! The Dice Game,3,8,15,15,15,2013,"5,6,7,8","6,7",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
